id,institution,degree,degree_type
4022,"Birla Institute of Technology and Science, Pilani",BS,"Electrical and Electronics Engineering"
4515,"Birla Institute of Technology and Science, Pilani","Computer Science","Computer Science"
2542,"Birla Institute of Technology and Science, Pilani","M.Sc (Hons.)",Economics
7205,"Birla Institute of Technology and Science, Pilani","Master of Engineering (M.Eng.)","Computer Science"
6945,"Birla Institute of Technology and Science, Pilani","Master of Science (M.Sc.)",Mathematics
5936,"Birla Institute of Technology and Science, Pilani","MSc (Hons.)",Mathematics
3325,"Birla Institute Of Technology and Science, Pilani Dubai","Bachelor of Engineering (B.E.)","Electronics and Communications Engineering"
2723,"Birla Institute of Technology, Mesra","Bachelor's degree","Electronics and Communications Engineering"
7158,"Birla Public School","High School","Sciences and Mathematics"
4308,"Bishop Colleg - Dallas, Texas","B.A. Psychology","Psychology & Religion"
1627,"Bishop Cotton Girls' School","High School","High School"
140,"Bishop Loughlin Memorial High School","2004 - 2008","2004 - 2008"
2746,"BITS Pilani K.K Birla Goa Campus","Bachelor of Engineering (BE)","Computer Science"
3845,"BITS, Pilani, India",B.E.,"Electrical and Electronics Engineering"
5722,"Blackburn College","Computer Science","Computer Science"
3237,"Blackstone Valley Regional Vocational Technical High School","General Studies & Vocational Study","Drafting & Engineering Technology"
3048,"Blackstone Valley Vocational Regional School District","Associate's degree equivalent in IT","Information Technology"
6101,"Blanchard Exchange","Situational Leadership II training ","Situational Leadership II training "
1871,"Blessed Sacrament High School",ICSE,ICSE
6569,"Blinn College","Computer Science","Computer Science"
1370,Bloc,"Android Development Mentorship","Android Development"
6414,"Bloomberg University","Financial software tools such as an analytic and equity trading platform","data services and news"
1014,BMG,"Bachelor's Degree",BTL
7390,"BMS College of Engineering","Bachelor’s Degree","Computer Science"
7054,"BMS Institute of Technology and Management","Bachelor of Engineering - BE","Computer Science"
2653,"BMS Institute of Technology and Management","Bachelor of Engineering (BE)","Computer Science"
4999,"Boğaziçi University",Bs,"Electrical Enginnering"
4998,"Boğaziçi University",Ms,"Electrical Enginnering"
5875,"Bombay Scottish School, Mahim","Indian Certificate of Secondary Education - ICSE","Indian Certificate of Secondary Education - ICSE"
921,"Bombay Scottish School, Powai","Indian Certificate of Secondary Education","Indian Certificate of Secondary Education"
1690,"Bond University","Study Abroad","Study Abroad"
992,"Borough of Manhattan Community College","Associate of Science (A.S.)","Business Administration"
2628,"Borough of Manhattan Community College","Associate's degree","Computer Science"
1231,"Borough of Manhattan Community College","Associate’s Degree","Computer Science"
541,"Borough of Manhattan Community College","Associates in Criminal Justice","Criminal Justice and Corrections"
682,"Borough of Manhattan Community College","Computer Information Systems","Computer Information Systems"
692,"Boston College","2009 - 2010","2009 - 2010"
2642,"Boston College","Bachelor of Science - BS","Computer Science"
3217,"Boston College","Bachelor of Science (B.S.)","Computer Science"
3328,"Boston College","Bachelor of Science (BS)",Biochemistry
759,"Boston College","Bachelor of Science (BS)",General
2847,"Boston College","Bachelor's Degree","Experimental Psychology"
3439,"Boston College","Bachelor's degree","Minor in Marketing"
983,"Boston College","Bachelor’s Degree","Economics and International Studies"
6740,"Boston College",BS,Mathematics
2025,"Boston College","Master of Science - MS","Computer Science"
2884,"Boston Latin School",,
2864,"Boston University",B.A./M.A.,"Computer Science"
2957,"Boston University",BA,"Computer Science"
2752,"Boston University",BA,"Minor in Economics"
1633,"Boston University","Bachelor of Applied Science (B.A.Sc.)","Computer Engineering"
3276,"Boston University","Bachelor of Arts","Computer Science"
1342,"Boston University","Bachelor of Arts and Sciences","International Relations"
3304,"Boston University","Bachelor of Science - BS","Computer Engineering"
3057,"Boston University","Bachelor of Science (BS)","Computer Engineering"
6264,"Boston University","Bachelor of Science (BS)","Electrical and Electronics Engineering"
3198,"Boston University",Bachelor's,"Mechanical Engineering"
2953,"Boston University","Bachelor's Degree","Architectural Studies"
5287,"Boston University","Bachelor's Degree","Computer Science"
1952,"Boston University","Bachelor's degree","Economics & Computer Science"
2887,"Boston University","Bachelor's Degree","Electrical Engineering"
3268,"Boston University","Bachelor’s Degree","and Applied Communication"
6519,"Boston University","Cisco Routers","Cisco Routers"
3040,"Boston University","Doctor of Philosophy (Ph.D.)","Computer Engineering"
2827,"Boston University","Doctor of Philosophy (PhD)","Electrical and Electronics Engineering"
3107,"Boston University",MA,"Computer Science"
3306,"Boston University","Master of Arts (M.A.)",Economics
674,"Boston University","Master of Electrical and Computer Engineering","Computer Engineering"
3324,"Boston University","Master of Science - MS","Electrical and Computer Engineering"
3295,"Boston University","Master of Science (M.S.)","Computer Engineering"
6176,"Boston University","Master of Science (MS)","Data Processing"
3054,"Boston University","Master of Science in Software Development","Computer Science"
2816,"Boston University","Master's degree","Computer Science"
2869,"Boston University","Masters of Arts (MA)","Computer Science"
2956,"Boston University",MS,"Computer Science"
2974,"Boston University","Neuroscience Bachelor","Pre-Medicine/Pre-Medical Studies"
3813,"Boston University",Post-Baccalaureate,"Computer Engineering"
3125,"Boston University - Metropolitan College","Computer Programming","Computer Programming"
3322,"Boston University - Metropolitan College","Computer Science","Computer Science"
1001,"Boston University - Metropolitan College","Master of Science in Computer Information Systems","Computer Information Systems"
3321,"Boston University Academy","2010 - 2012","2010 - 2012"
2882,"Boston University Academy","High School Diploma","High School Diploma"
1491,"Boston University Overseas",Non-Degree,"Computer Software Engineering"
4104,"Bowdoin College",BA,Math
2881,"Bowdoin College",Physics,Mathematics
609,"Bowdoin College",Undergraduate,"Economics and International History"
5572,"Box Hill Institute of TAFE","Wireless and internet Security/CCVP/CCNP qualified","Information Technology"
5571,"Box Hill Tafe","Technical Training","VMware VSphere 4.0"
5428,"BrainBench Certification","Java 6 Fundamentals Certified",J
6449,"Brajanath Badajena High School - Dhenkanal - India","High School",English
2257,"Brandeis University","Bachelor of Science (B.S.)","Computer Science"
2733,"Brandeis University","Bachelor's degree","Economics and Computer Science"
3097,"Brandeis University","Bachelor's degree","English Language and Literature/Letters"
1333,"Brandeis University","BIMA Summer Arts Institute","Design and Applied Arts"
2256,"Brandeis University",BS,Mathematics
3318,"Brandeis University","Dual Master of Arts (M.A.)","Women's & Gender Studies"
3073,"Brandeis University","Master of Arts (M.A.)","Computer Science"
3310,"Branford High School","2007 - 2011","2007 - 2011"
3025,"Brewster High School","High School Diploma","High School Diploma"
2085,"Briar Woods High School","Advanced Studies Diploma","Advanced Studies Diploma"
1670,"Bridgewater Raritan High School","2013 - 2017","2013 - 2017"
3255,"Bridgewater State University","Bachelor of Arts - BA","Communications Studies"
1639,"Bridgewater State University","Bachelor of Science - BS","Computer Science"
6347,"Brigham Young University","Bachelor of General Studies","Concentration in Management"
3354,"Brigham Young University","Bachelor of Science - BS","and Related Support Services and Information Technology"
5893,"Brigham Young University","Bachelor of Science (BS)","Computer Science"
7025,"Brigham Young University","Bachelor's degree","Computer Engineering"
6405,"Bright School","1985 - 1998","1985 - 1998"
6528,"Brighton High School","High School Diploma","College Prep"
2840,"Bristol Community College","Information Technology","Information Technology"
4167,"Bristol Tennessee High School","High School","General Majoring in Music"
1532,"Bronx Community College, City University of New York",Associates,"Computer Information Systems"
440,"Bronx High School of Science",,
1900,"Bronx High School of Science","High School","High School"
1213,"Bronx High School of Science",HS,HS
631,"Brookdale College New Jersey","Associate of Science (A.S.)","Management and Operations"
405,"Brooklyn College","Bachelor of Arts","Eighteenth Century English Novel"
1190,"Brooklyn College","Bachelor of Arts - BA","Philosophy & Cognitive Science"
296,"Brooklyn College","Bachelor of Science - BS","Computer and Information Sciences"
1416,"Brooklyn College","Bachelor of Science - BS","Computer Science"
2348,"Brooklyn College","Bachelor of Science (B.S.)",Biology
262,"Brooklyn College","Bachelor of Science (B.S.)","Computer Science"
1043,"Brooklyn College","Bachelor of Science (B.S.)","Minor in Physics"
688,"Brooklyn College","Bachelor of Science (B.S.) in Multimedia Computing","Minor in Music Technology"
362,"Brooklyn College","Bachelor of Science (BS)","Computer Science"
1025,"Brooklyn College","Bachelor's Of Science","Computer Science"
139,"Brooklyn College","Bachelor’s Degree",English
1405,"Brooklyn College","Coordinated Engineering","Coordinated Engineering"
406,"Brooklyn College",Masters,"Eighteenth Century English Novel"
407,"Brooklyn College",Post-baccalaureate,"Math and Psychology"
477,"Brooklyn College - CUNY","Bachelor of Business Administration - BBA","Minor in Human Resources and Leadership"
2013,"Brooklyn Tech","2005 - 2009","2005 - 2009"
269,"Brooklyn Technical High School","2011 - 2015","2011 - 2015"
1634,"Brooklyn Technical High School","Advanced Regents Diploma","Biomedical Engineering"
5845,"Brooklyn Technical High School","Advanced Regents Diploma",MSI
665,"Brooklyn Technical High School","Civil Engineering","Civil Engineering"
364,"Brooklyn Technical High School","Computer Science","Computer Science"
1036,"Brooklyn Technical High School","Computer Science & Engineering","Computer Science & Engineering"
1877,"Brooklyn Technical High School","Electrical- Mechanical Engineering","Electrical- Mechanical Engineering"
478,"Brooklyn Technical High School","High School Degree","Industrial Design"
122,"Brooklyn Technical High School","High School Diploma","General Engineeering"
471,"Brooklyni Polytechnic Institute","Master Of Science","Electrical and Electronics Engineering"
5859,"Brown University","2010 - 2012","2010 - 2012"
77,"Brown University",A.B,"Computer Science"
2880,"Brown University",AB/ScB,Mathematics
1178,"Brown University",B.A.,Physics
463,"Brown University","Bachelor of Arts - BA","Computer Science and Theatre Arts & Performance Studies "
3275,"Brown University","Bachelor of Arts - BA",History
2469,"Brown University","Bachelor of Arts (B.A.)","Computer Science"
2547,"Brown University","Bachelor of Science","Applied Math"
2367,"Brown University","Bachelor of Science","Computer Science - Applied Mathematics"
3274,"Brown University","Bachelor of Science - BS","Applied Mathematics"
3260,"Brown University","Bachelor of Science (B.S.)","Environmental Science"
